,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
Monday,MAN11101 [LH3],,CYN11502 [SMS1],CYN11502 (M2) [chemistry lab],CYN11502 (M2) [chemistry lab],,MAN11101 [FEW1],MAN11101 [GS4],,AMN11101 [LH3]
Tuesday,,PIN11101 [GS5],,AMN11101 [FN4],,,HSN11600 [FEW1],,,
Wednesday,,,,HSN11600 (M1) [comm lab],HSN11600 (M1) [comm lab],,,,,
Thursday,CYN11502 (M1) [chemistry lab],CYN11502 (M1) [chemistry lab],HSN11600 (M2) [comm lab],HSN11600 (M2) [comm lab],,,,,CYN11502 [FN4],
Friday,,CYN11502 [GS3],,,,,,HSN11600 [SEW10],,
Saturday,MAN11101 [FN4],,AMN11101 [GS7],PIN11101 [SEW9],,,,PIN11101 [CSNB2],,
