,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
Monday,CS33104 [GS3],,CS33204 (MCA31) [CCFF],CS33101 (MCA32) [CSED - L1] / CS33204 (MCA31) [CCFF],CS33101 (MCA32) [CSED - L1],,CS33101 (MCA31) [CSED - L1],CS33101 (MCA31) [CSED - L1],CS33105 [GW3],
Tuesday,,CS33104 [FEW15],CS33101 [LH2],,CS33104 [LH7],,,CS33102 [SMS3],CS33104 (MCA32) [CCFF],CS33104 (MCA32) [CCFF]
Wednesday,CS33103 [GW4],CS33101 [GW5],CS33102 (MCA32) [CSED - L2],CS33102 (MCA32) [CSED - L2] / CS33104 (MCA31) [CCFF],CS33104 (MCA31) [CCFF],,,,,CS33101 [FN3]
Thursday,,CS33101 [CSNB1],,,CS33102 [GS7],,CS33204 (MCA32) [CCFF],CS33204 (MCA32) [CCFF],,
Friday,,,CS33105 [FN3],CS33102 [GW8],CS33105 [NLH1],,CS33102 (MCA31) [CSED - L2],CS33102 (MCA31) [CSED - L2],CS33102 [FN3],
Saturday,,,,CS33103 [GS6],CS33103 [GW3],,,,,
