,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
Monday,,CS17311 [NLH1],CS17311 [SEW7],CS17101 (D1) [CSED - L2],CS17101 (D1) [CSED - L2],,CS17301 [FC5],,,
Tuesday,,,CS17301 [FN1],,,,CS17102 [GS5],,,CS17101 [NLH1]
Wednesday,,,,CS17101 [NLH2],,,OE17501 [FE17],CS17301 [SEW8],CS17101 (D2) [CSED - L2],CS17101 (D2) [CSED - L2]
Thursday,,CS17101 (D3) [CSED - L2],CS17101 (D3) [CSED - L2],,,,OE17501 [FN3],CS17311 [CSNB1],,
Friday,,,,CS17101 [FE16],,,,,OE17501 [FN4],
Saturday,CS17101 [GS8],CS17102 [GS8],,,CS17102 [GS6],,,,,
