,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
Monday,AMN13104 [FN1],MEN13102 (H2) [heat engine],EEN13200 (H1) [EE-lab3] / MEN13102 (H2) [heat engine],EEN13200 (H1) [EE-lab3],EEN13200 [GS7],,EEN13200 (H2) [EE-lab3],EEN13200 (H2) [EE-lab3],AMN13104 [SEW7],AMN13104 [GS7]
Tuesday,MEN13102 (H1) [heat engine],MEN13102 (H1) [heat engine],,,AMN13101 [GS8],,,AMN13101 [FN3],MEN13101 [FC5],
Wednesday,,AMN13101 (H3) [mat test],AMN13101 (H3) [mat test],MEN13101 [FE17],EEN13200 [CSNB2],,,AMN13101 (H2) [mat test],AMN13101 (H2) [mat test] / MEN13101 (H1) [mech lab4] / EEN13200 (H3) [EE-lab3],MEN13101 (H1) [mech lab4] / EEN13200 (H3) [EE-lab3]
Thursday,,MEN13102 (H3) [heat engine],AMN13104 (H1) [fluid mech] / MEN13102 (H3) [heat engine],AMN13104 (H1) [fluid mech],MEN13103 [FE16],,,MEN13103 [GS5],,MEN13102 [FE16]
Friday,,MEN13101 (H3) [mech lab4],MEN13101 (H3) [mech lab4] / AMN13104 (H2) [fluid mech],AMN13104 (H2) [fluid mech],MEN13102 [SEW10],,MEN13101 (H2) [mech lab4],MEN13101 (H2) [mech lab4] / AMN13104 (H3) [fluid mech],AMN13104 (H3) [fluid mech],AMN13101 [FN1]
Saturday,,,MEN13101 [SEW1],AMN13101 (H1) [mat test],AMN13101 (H1) [mat test],,MEN13102 [SEW10],MEN13103 [SEW8],,
