,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
Monday,CSN13400 [GS5],,CSN13403 [FEW15],,,,,CSN13403 [FEW1],,
Tuesday,,,CSN13250 (C1) [CCFF],CSN13250 (C1) [CCFF],CSN13401 [GS7],,CSN13402 [FE17],,,
Wednesday,,CSN13250 (C2) [CCFF],CSN13250 (C2) [CCFF],CSN13400 [SEW9],,,,CSN13250 [GS6],CSN13402 [NLH2],
Thursday,CSN13400 (C3) [CCFF],CSN13400 (C3) [CCFF],,,,,,CSN13250 [NLH1],,CSN13403 [SEW9]
Friday,,CSN13400 (C2) [CCFF],CSN13400 (C2) [CCFF],CSN13400 [SEW7],CSN13401 [FC5],,CSN13250 (C3) [CCFF],CSN13250 (C3) [CCFF],,
Saturday,CSN13402 [CSNB2],CSN13400 (C1) [CCFF],CSN13400 (C1) [CCFF],CSN13400 [FE18],,,CSN13401 [NLH2],,CSN13401 [GS5],
