,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
Monday,EC15105 (F1) [ECE4],EC15105 (F1) [ECE4],,EC15105 (F2) [ECE4],EC15105 (F2) [ECE4],,EC15104 (F1) [ECE2],EC15104 (F1) [ECE2],EC15102 (F2) [ECE1] / EE15111 (F3) [ECE3],EC15102 (F2) [ECE1] / EE15111 (F3) [ECE3]
Tuesday,EC15104 (F2) [ECE2],EC15104 (F2) [ECE2] / EC15105 (F3) [ECE4],EC15105 (F3) [ECE4],EC15101 [SEW1],,,,EC15104 [FC5],,EC15105 [GS4]
Wednesday,EC15102 (F3) [ECE1],EC15102 (F3) [ECE1],EE15111 [GS5],EC15103 [SEW7],EE15111 [CSNB1],,,EE15111 (F2) [ECE3],EC15104 (F3) [ECE2] / EE15111 (F2) [ECE3],EC15104 (F3) [ECE2]
Thursday,EE15111 [SEW8],EC15101 [FEW15],EC15103 [GS6],EC15102 [GS8],EC15104 [GS8],,EC15102 (F1) [ECE1],EC15102 (F1) [ECE1],EC15105 [SEW8],
Friday,,EC15104 [FE16],,,EC15102 [FE17],,EC15102 [GS5],,EE15111 (F1) [ECE3],EE15111 (F1) [ECE3]
Saturday,,,EC15101 [FE16],,EC15105 [SMS3],,,EC15104 [SMS3],EC15103 [FE16],
