,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
Monday,,,CH17340 [LH3],CH17334 [GS6],,,,,,CH17334 [LH4]
Tuesday,,,,CH17102 [FEW1],CH17340 [FE18],,CH17101 [FN3],CH17101 [SEW8],CH17334 [NLH2],
Wednesday,,,CH17338 [FEW1],,CH17342 [SEW9],,,,CH17334 [LH4],OE17501 [FE18]
Thursday,CH17102 [GS3],,,CH17340 [SEW10],,,,,CH17340 [GS6],CH17338 [GS3]
Friday,,CH17342 [CSNB2],,CH17102 [SEW9],OE17501 [GS5],,,CH17338 [FEW15],,OE17501 [SEW8]
Saturday,CH17342 [GS3],CH17342 [FN1],CH17102 [GS6],CH17101 [FC5],CH17101 [NLH1],,,CH17338 [NLH2],,
