,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
Monday,EC17301 [GS7],,,,,,EC17101 [FE17],,OE17501 [GS3],EC17314 [FC5]
Tuesday,EC17301 [SEW7],,,EC17301 [SMS3],,,,EC17302 [FE16],EC17304 [SMS3],
Wednesday,,,EC17101 [SEW10],,,,OE17501 [SEW9],,,
Thursday,EC17314 [NLH1],EC17302 [FC5],EC17304 [FE18],,OE17501 [SEW8],,,EC17101 [FN1],EC17314 [FEW1],EC17313 [GS6]
Friday,EC17304 [CSNB1],EC17311 [GS8],,EC17302 [SMS3],,,EC17313 [SEW10],,EC17313 [SEW8],EC17311 [SEW9]
Saturday,EC17304 [FC5],EC17313 [FN4],,EC17311 [SMS3],EC17301 [GS3],,EC17314 [NLH1],EC17311 [SEW7],EC17302 [SEW7],
