,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
Monday,ECN11102 [SEW1],,,CSN11601 [CSNB1],MAN11101 [SMS3],,ECN11102 (F1) [ECE1] / ECN11103 (F3) [ECE3],ECN11102 (F1) [ECE1] / ECN11103 (F3) [ECE3],MAN11101 [FC5],CSN11601 [SEW7]
Tuesday,,PHM11501 (F2) [physics lab],PHM11501 (F2) [physics lab],PHM11501 [NLH1],,,CSN11601 (F3) [CCTF],CSN11601 (F3) [CCTF],,
Wednesday,CSN11601 (F2) [CCTF] / ECN11103 (F1) [ECE3],CSN11601 (F2) [CCTF] / ECN11103 (F1) [ECE3],ECN11103 [FEW15],ECN11101 [FN3],,,PHM11501 (F3) [physics lab] / CSN11601 (F1) [CCTF],PHM11501 (F3) [physics lab] / CSN11601 (F1) [CCTF] / ECN11102 (F2) [ECE1],ECN11102 (F2) [ECE1],
Thursday,PHM11501 [FN3],MAN11101 [NLH1],,,,,,,,
Friday,,,ECN11101 [CSNB1],ECN11102 (F3) [ECE1] / ECN11101 (F2) [ECE2],ECN11102 (F3) [ECE1] / ECN11101 (F2) [ECE2],,ECN11101 (F3) [ECE2],ECN11101 (F3) [ECE2],,ECN11102 [GS7]
Saturday,PHM11501 (F1) [physics lab],PHM11501 (F1) [physics lab],MAN11101 [GS5],,,,PHM11501 [FE16],ECN11103 (F2) [ECE3],ECN11101 (F1) [ECE2] / ECN11103 (F2) [ECE3],ECN11101 (F1) [ECE2]
