,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
Monday,CSN11101 [CSNB1],MAN11101 [CSNB2],,PHM11501 [CSNB2],PHM11501 [SEW7],,,,CSN11102 [NLH1],
Tuesday,CSN11101 [SEW8],,CSN11102 [GS4],PHM11501 (A3) [physics lab],PHM11501 (A3) [physics lab],,,,MAN11101 [GS7],CSN11601 [SEW7]
Wednesday,,MAN11101 [FE16],,PHM11501 (A2) [physics lab],PHM11501 (A2) [physics lab],,,CSN11103 [FC5],,MAN11101 [SEW7]
Thursday,CSN11103 [GS6],,,,,,CSN11601 (A2) [CCSF] / CSN11101 (A1) [CSED - L1],CSN11601 (A2) [CCSF] / CSN11101 (A1) [CSED - L1],CSN11601 (A3) [CCSF],CSN11601 (A3) [CCSF]
Friday,CSN11101 (A2) [CSED - L1],CSN11101 (A2) [CSED - L1],,PHM11501 (A1) [physics lab] / CSN11101 (A3) [CSED - L1],PHM11501 (A1) [physics lab] / CSN11101 (A3) [CSED - L1],,PHM11501 [SEW7],,,CSN11102 [FEW15]
Saturday,,CSN11101 [GS7],,CSN11601 (A1) [CCSF],CSN11601 (A1) [CCSF],,CSN11601 [SEW1],,,
