,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00
Monday,,,,ME17309 [FE17],ME17307 [GS8],,ME17307 [FEW15],,,ME17304 [SEW8]
Tuesday,ME17304 [FN3],,,ME17101 [SEW9],ME17304 [SEW9],,,,,ME17309 [FN3]
Wednesday,,ME17101 [FE17],,ME17301 [SMS3],,,,,ME17301 [FE18],
Thursday,,ME17309 [GS6],,ME17308 [NLH1],ME17301 [CSNB1],,,ME17301 [FE16],,
Friday,ME17308 [GS6],,ME17308 [NLH1],,,,ME17307 [GS7],,,
Saturday,ME17309 [GS7],ME17101 [SEW8],ME17307 [FN1],ME17101 [GS7],,,ME17304 [GS6],,ME17308 [SEW10],
